id,condition,seller,brand,model,name,category,processor,graphics,ram,storage,display,display_size,display_resolution,product_url,price,image_url,in_stock
507,Used: Grade A,awfarlak,Dell,Precision 7720,"Dell Precision 7720 Workstation Laptop 17.3 HD, Intel Core i7-6820HQ, NVIDIA Quadro P3000 6GB, 16GB RAM, 512GB (Used: Grade A)",Work,Intel Core i7 6820HQ,NVIDIA  P3000 ,16,512,"17.3 inch,  1600X900,  refresh rate 60Hz",17.3,HD+,https://www.awfarlak.com/p/22228kg/,18000,https://www.awfarlak.com/wp-content/uploads/2024/05/DELL_NK5MX_INT_1-400x457.jpg,in stock
508,Used: Grade A,awfarlak,Dell,Precision 7730,"Dell Precision 7730 Workstation Laptop 17.3 HD+ IPS, Intel Xeon E-2176M, NVIDIA Quadro P3200 6GB, 8GB RAM, 256GB (Used: Grade A)",Work,Intel Xeon E 2176M,NVIDIA  P3200 ,8,256,"17.3 inch,  1600X900,  refresh rate 60Hz",17.3,HD+,https://www.awfarlak.com/p/22225u4/,30000,https://www.awfarlak.com/wp-content/uploads/2024/07/DELL_AWM7730_INT_1-400x457.jpg,out of stock
509,Used: Grade A,awfarlak,Dell,Precision 7740,"Dell Precision 7740 Workstation Laptop 17.3 4K, Intel Xeon E-2286M, AMD Radeon PRO WX 3200 4GB, 16GB RAM, 256GB (Used: Grade A)",Work,Intel Xeon E 2286M,AMD Radeon PRO WX 3200 ,16,256,"17.3 inch,  3840X2160,  refresh rate 60Hz",17.3,4K,https://www.awfarlak.com/p/222273j/,26750,https://www.awfarlak.com/wp-content/uploads/2024/08/DELL_7740-5314_INT_1-400x457.jpg,in stock
510,Used: Grade A,awfarlak,Dell,Precision 7740,"Dell Precision 7740 Workstation Laptop 17.3 HD, Intel Core i5-9400H, AMD Radeon Pro WX 7100 8GB, 32GB RAM, 256GB (Used: Grade A)",Work,Intel Core i5 9400H,AMD Radeon Pro WX 7100,32,256,"17.3 inch,  1600X900,  refresh rate 60Hz",17.3,HD+,https://www.awfarlak.com/p/22228kd/,17000,https://www.awfarlak.com/wp-content/uploads/2024/08/DELL_7740-5314_INT_1-400x457.jpg,in stock
511,Used: Grade A,awfarlak,Dell,Precision 7750,"Dell Precision 7750 Workstation Laptop 17.3 FHD, Intel Core i7-10750H, NVIDIA Quadro RTX 3000 6GB, 32GB RAM, 512GB (Used: Grade A)",Work,Intel Core i7 10750H,NVIDIA  RTX 3000 ,32,512,"17.3 inch,  1920X1080,  refresh rate 60Hz",17.3,FHD,https://www.awfarlak.com/p/222286e/,28750,https://www.awfarlak.com/wp-content/uploads/2025/01/DELL_M7750V037319C_INT_2-400x457.jpg,out of stock
512,Used: Grade A,awfarlak,Dell,Precision 7750,"Dell Precision 7750 Workstation Laptop 17.3 FHD, Intel Core i7-10850H, NVIDIA Quadro RTX 3000 6GB, 16GB RAM, 512GB (Used: Grade A)",Work,Intel Core i7 10850H,NVIDIA  RTX 3000 ,16,512,"17.3 inch,  1920X1080,  refresh rate 60Hz",17.3,FHD,https://www.awfarlak.com/p/22228kb/,27000,https://www.awfarlak.com/wp-content/uploads/2025/01/DELL_M7750V037319C_INT_2-400x457.jpg,out of stock
513,Used: Grade A,awfarlak,Dell,Precision 7760,"Dell Precision 7760 Workstation Laptop 17.3 FHD, Intel Core i7-11800H, NVIDIA RTX A3000 6GB, 32GB RAM, 512GB (Used: Grade A)",Work,Intel Core i7 11800H,NVIDIA RTX A3000 ,32,512,"17.3 inch,  1920X1080,  refresh rate 60Hz",17.3,FHD,https://www.awfarlak.com/p/222286f/,29750,https://www.awfarlak.com/wp-content/uploads/2025/01/DELL_XCTOP776017US_VPTR1_INT_1-400x457.jpg,out of stock
514,New,awfarlak,Dell,Vostro 15 3510,"Dell Vostro 15 3510 Business Laptop 15.6 FHD, Intel Core i7-1165G7, NVIDIA MX350 2GB, 8GB RAM, 512GB, Carbon Black (New)",Business,Intel Core i7 1165G7,NVIDIA MX 350 ,8,512,"15.6 inch,  1920X1080,  refresh rate 60Hz",15.6,FHD,https://www.awfarlak.com/p/222265r/,32000,https://www.awfarlak.com/wp-content/uploads/2024/05/DELL_V15-3510-P10T_INT_2-400x457.jpg,out of stock
515,New,amazon,Dell,3520,"Dell Vostro 3000 Series 3520 15.6"" FHD Business Laptop Computer, 12th Gen Intel 10-Cores i7-1255U, 64GB DDR4 RAM, 2TB PCIe SSD, 802.11ac WiFi, Bluetooth, Webcan, Carbon Black, Windows 11 Pro",Business,Intel Core i7 1255U,Intel Iris Xe ,64,2048,15.6 inches ( 1920 x 1080  ) FHD,15.6,FHD,https://www.amazon.com/dp/B0CV5VH4MR,39950,https://m.media-amazon.com/images/I/71R2LA5tZJL._AC_UY218_.jpg,in stock
516,New,amazon,Dell,Vostro 3520,"Dell Vostro 3000 Series 3520 Business Laptop, 15.6"" FHD 120Hz Display, 12th Gen Intel Core i7-1255U, 16GB RAM, 1TB SSD, FP Reader, Numeric Keypad, Webcam, SD Card Reader, RJ45, Windows 11 Pro",Business,Intel Core i7 1255U,Intel UHD ,16,1024,15.6 inches ( 1920x1080  ) FHD,15.6,FHD,https://www.amazon.com/dp/B0CD2WJ4N3,38450,https://m.media-amazon.com/images/I/613J5Gw-71L._AC_UY218_.jpg,in stock
517,New,btech,Dell,Vostro 3510,"Dell Vostro 3510 Laptop, Intel Core i7-1165G7, 15.6 Inch, 1TB HDD, 8 GB RAM, Nvidia MX350 2G, ubuntu, Black","Gaming, Design",Intel Core i7 1165G7,NVIDIA MX 350,8,1024,"15.6 Inch, FHD, ( 1920x1080 )",15.6,FHD,https://btech.com/en/dell-vostro-3510-i7-1tb-8gb-ubuntu-bk.html,"22,999",https://btech.com/media/catalog/product/cache/3688dc129a5ab19d7cb91894dd85ffe3/i/n/intel_celeron_n4020_5_.jpg,in stock
518,New,dream 2000,Dell,Vostro 3515,"Dell Vostro 3515 AMD Ryzen 7 - 3700U, 8GB Ram, 512GB, AMD Radeon RX Vega 10, 15.6 inch FHD - Carbon Black",Standard,AMD Ryzen 7 3700U,AMD Radeon RX Vega 10,8,512,15.6 inch FHD,15.6,FHD ,https://dream2000.com/en/dell-vostro-3515-amd-ryzen-7-73450u-8gb-ram-512gb-amd-radeon-rx-vega-10-15-6-inch-fhd-carbon-black.html,22500,https://r2media.horizondm.com/catalog/product/cache/eb4305db09fb6492bb059b8131f647e3/d/e/dell-laptop-ryzen-73450u--8gb-512g-15.6-fhd-vostro-3515-black-1.jpg,in stock
519,New,btech,Suptek,Vostro 3515,"Dell Vostro 3515 Laptop, AMD Ryzen 5 3450U, 15.6 Inches FHD, 512GB SSD, 8GB RAM, AMD Radeon Vega 8 Graphics, Dos - Black",,AMD Ryzen 5 3450U,AMD Radeon Vega 8,8,512,"15.6 Inch, FHD, ( 1920x1080 )",15.6,FHD,https://btech.com/en/dell-vostro-3515-laptop-amd-ryzen-5-3450u-black.html,"18,899",https://btech.com/media/catalog/product/cache/3688dc129a5ab19d7cb91894dd85ffe3/b/b/bbn52420976a.jpg,in stock
520,New,dream 2000,Dell,Vostro 3515,"Dell Vostro 3515 Ryzen 3 3250U 4GB Ram, 128GB SSD, 15.6 inch HD - Black",Standard,AMD Ryzen 3 3250U,AMD Radeon,4,128,15.6-inch HD (1366x768),15.6,HD ,https://dream2000.com/en/dell-vostro-3515-ryzen-3-3250u-4gb-ram-128gb-ssd-15-6-inch-fhd-black.html,15999,https://r2media.horizondm.com/catalog/product/cache/eb4305db09fb6492bb059b8131f647e3/d/e/dell-laptop-ryzen-3-3250u--4gb_128g-ssd-15.6-fhd-vostro-3515-1.jpg,in stock
521,New,dream 2000,Dell,Vostro 3515,"Dell Vostro 3515 Ryzen 5 3450U, 8GB Ram, 256GB, 15.6 inch FHD - Carbon Black",Business,AMD Ryzen 5 3450U,AMD Radeon Vega 8,8,256,"15.6"" diagonal, FHD (1920 x 1080).",15.6,FHD ,https://dream2000.com/en/dell-vostro-3515-ryzen-5-3450u-8gb-ram-256gb-15-6-inch-fhd-carbon-black.html,18900,https://r2media.horizondm.com/catalog/product/cache/eb4305db09fb6492bb059b8131f647e3/1/5/15.6-inch-fhd-carbon-black-vostro-3515-1.jpg,in stock
522,New,abc-shop,Dell,Vostro 3520,Dell VOSTRO 3520 - I7 1255U 8GB DDR4 512GB NVMe Iris Xe FHD 120Hz DOS,Business,Intel Core i7 1255U,Intel Iris Xe,16,512,"15.6 Inch,  Full HD (1920x1080), refresh rate: 120Hz",15.6,FHD,https://www.abcshop-eg.com/en/shop/vostro-3520-i7-1255u-8gb-512gb-intel-iris-xe-dell-vostro-3520-1164?page=3&category=13&order=on_hand+desc,38999,https://www.abcshop-eg.com/web/image/product.template/1164/image_512/%5BVOSTRO-3520-I7-1255U-8GB-512GB-INTEL-Iris%20Xe%5D%20Dell%20VOSTRO%203520?unique=195a148,out of stock
523,New,abc-shop,Dell,Vostro3520,Dell VOSTRO 3520 - I7 1255U 8GB DDR4 512GB NVMe MX550 IPS FHD 120Hz DOS,Business,Intel Core i7 1255U,NVIDIA MX 550,16,512,"15.6 Inch,  Full HD (1920x1080), refresh rate: 120Hz",15.6,FHD,https://www.abcshop-eg.com/en/shop/vostro-3520-i7-1255u-8gb-512gb-intel-mx550-dell-vostro-3520-927?page=4&category=13&order=on_hand+desc,29999,https://www.abcshop-eg.com/web/image/product.template/927/image_512/%5BVOSTRO-3520-I7-1255U-8GB-512GB-INTEL-MX550%5D%20Dell%20VOSTRO%203520?unique=1851726,out of stock
524,New,btech,Dell,Vostro 3520,"Dell Vostro 3520 Laptop, Intel Core i3-1215U, 256GB SSD, 4G RAM, 15.6 Inch, FHD 120Hz Display, Intel UHD Graphics, Dos - Black",Study,Intel Core i3 1215U,Intel UHD,4,256,"15.6 Inch, FHD, ( 1920x1080 )",15.6,FHD,https://btech.com/en/dell-vostro-3520-laptop-i3-1215u-256gb-ssd-4g-ram-15-6-inch-intel-uhd-dos-black.html,"18,500",https://btech.com/media/catalog/product/cache/3688dc129a5ab19d7cb91894dd85ffe3/m/a/main_dos.jpg,in stock
525,New,btech,Dell,Vostro 3520,"Dell Vostro 3520 Laptop, Intel Core i3-1215U, 256GB SSD, 4GB RAM, 15.6 Inch, FHD 120Hz, Intel UHD Graphics, Ubuntu - Carbon Black",,Intel Core I3 1215U,Intel UHD,4,256,"15.6 Inch, FHD, ( 1920x1080 )",15.6,FHD,https://btech.com/en/dell-vostro-3520-laptop-intel-core-i3-1215u-256gb-ssd-4gb-ram-15-6-inch-fhd-120hz-ubuntu-black.html,"15,800",https://btech.com/media/catalog/product/cache/3688dc129a5ab19d7cb91894dd85ffe3/9/6/9665_1.jpg,in stock
526,New,btech,Dell,Vostro 3520,"Dell Vostro 3520 Laptop, Intel Core i3-1215U, 512GB SSD, 8GB RAM, 15.6 Inch FHD IPS 120Hz Display, Integrated Intel UHD Graphics, FreeDos - Black","Study, Work",Intel Core i3 1215U,Intel UHD,8,512,"15.6 Inch, FHD, ( 1920x1080 )",15.6,FHD,https://btech.com/en/dell-vostro3520-intel-ci3-1215u-512gb-ssd-8gb-15-6inch-intel-uhd-graphics-freedos-black.html,"16,800",https://btech.com/media/catalog/product/cache/3688dc129a5ab19d7cb91894dd85ffe3/i/_/i_dell_fixedcom-notebook-vostro-15-3520-gallery-2.jpg,in stock
527,New,btech,Dell,Vostro 3520,"Dell Vostro 3520 Laptop, Intel Core i3-1215U, 512GB SSD, 8GB RAM, 15.6Inch, FHD Display, Intel UHD Graphics, Dos- Black",Study,Intel Core i3 1215U,Intel UHD,8,512,"15.6 Inch, FHD, ( 1920x1080 )",15.6,FHD,https://btech.com/en/dell-vostro-3520-laptop-i3-1215u-512gb-ssd-8gb-ram-15-6inch-intel-u-dos-black.html,"16,888",https://btech.com/media/catalog/product/cache/3688dc129a5ab19d7cb91894dd85ffe3/c/0/c030ea090ae5e4d41e93fc0251e9100c3223e28426c551cf4fa38d29be484929.jpeg,in stock
528,New,btech,Dell,Vostro 3520,"Dell Vostro 3520 Laptop, Intel Core i5-1235U, 256GB SSD, 8GB RAM, 15.6 Inch FHD, Intel UHD Graphics, Ubuntu - Carbon Black",Work,Intel Core i5 1235U,Intel UHD,8,256,"15.6 Inch, FHD, ( 1920x1080 )",15.6,FHD,https://btech.com/en/dell-vostro-3520-laptop-intel-core-i5-1235u-256gb-ssd-8gb-ram-15-6-inch-fhd-intel-uhd-graphics-ubuntu-carbon-black.html,"25,500",https://btech.com/media/catalog/product/cache/3688dc129a5ab19d7cb91894dd85ffe3/1/b/1bdllpi5vostro00l000.jpg,in stock
529,New,btech,Dell,Vostro 3520,"Dell Vostro 3520 Laptop, Intel Core i5-1235U, 512GB SSD, 8GB RAM, 15.6 Inch, FHD 120Hz Display, Intel UHD Graphics, Ubuntu - Carbon Black",,Intel Core  i5 1235U,Intel UHD,8,512,"15.6 Inch, FHD, ( 1920x1080 )",15.6,FHD,https://btech.com/en/dell-vostro-3520-laptop-core-i5-1235u-512gb-ssd-8gb-ram-15-6-inch-intel-uhd-ubuntu-black.html,"20,990",https://btech.com/media/catalog/product/cache/3688dc129a5ab19d7cb91894dd85ffe3/9/9/993fc4b4dbbe91d3b997439966bef405086cd552d223ce1a983c3ee601e97709.jpeg,in stock
530,New,btech,Dell,Vostro 3520,"Dell Vostro 3520 Laptop, Intel Core I5-1235U,256GB SSD, 8GB RAM, 15.6 Inch FHD 120Hz Display, Intel UHD Graphics, Dos- Carbon Black",Study,Intel Core i5 1235U,Intel UHD,8,256,"15.6 Inch, FHD, ( 1920x1080 )",15.6,FHD,https://btech.com/en/dell-vostro3520-laptop-i51235u-256gb-ssd-8gb-ram-15-6inch-intel-uhd-dos-black.html,"24,000",https://btech.com/media/catalog/product/cache/3688dc129a5ab19d7cb91894dd85ffe3/8/4/84dae99d4cf57080f8d912fb1813376fa111a12c9e8fdf0b122a34aa5d35b100.jpeg,in stock
531,New,btech,Dell,Vostro 3520,"Dell Vostro 3520 Laptop, Intel Core i7-1255U, 15.6 Inch FHD 120Hz 250 nits WVA Anti- Glare LED, 512GB SSD, 16GB RAM, Intel Iris Xe Graphics, FREEDOS - Black",,Intel Core i7 1255U,Intel Iris Xe,16,512,"15.6 Inch, FHD, ( 1920x1080 )",15.6,FHD,https://btech.com/en/dell-vostro-3520-intel-i7-1255u-15-6-512gb-ssd-16gb-iris-xe-freedos-black.html,"27,999",https://btech.com/media/catalog/product/cache/3688dc129a5ab19d7cb91894dd85ffe3/3/5/3520ci7-1255u8gb512gb.jpg,in stock
532,New,btech,Dell,Vostro 3520,"Dell Vostro 3520 Laptop, Intel Core i7-1255u, 15.6 Inch FHD, 60Hz, 512GB SSD, 8GB RAM, Intel Iris Xe Graphics, Ubuntu - Black",,Intel Core i7 1255U,Intel Iris Xe,8,512,"15.6 Inch, FHD, ( 1920x1080 )",15.6,FHD,https://btech.com/en/dell-vostro-3520-core-i7-1255u-15-6-fhd-512gb-ssd-8gb-ram-intel-iris-xe-ubuntu-black.html,"31,200",https://btech.com/media/catalog/product/cache/3688dc129a5ab19d7cb91894dd85ffe3/e/c/ecclapnew10.jpg,in stock
533,New,btech,Dell,Vostro 3520,"Dell Vostro 3520 Laptop, Intel Core i7-1255U, 15.6 Inch, 512GB SSD, 16GB RAM, Intel Iris Xe Graphics, Ubuntu- Black",Gaming,Intel Core i7 1255U,Intel Iris Xe,16,512,"15.6 Inch, FHD, ( 1920x1080 )",15.6,FHD,https://btech.com/en/dell-vostro3520-laptop-i71255u-512gb-ssd-16gb-ubuntu-black.html,"32,000",https://btech.com/media/catalog/product/cache/3688dc129a5ab19d7cb91894dd85ffe3/m/r/mrx33ae-a_1_.jpg,in stock
534,New,btech,Dell,Vostro 3520,"Dell Vostro 3520 Laptop, Intel Core i7-1255U, 512GB SSD, 8GB RAM, 15.6 Inch, FHD Display, Intel UHD Graphics , Ubuntu - Black","Study, Work",Intel Core i7 1255U,Intel UHD,8,512,"15.6 Inch, FHD, ( 1920x1080 )",15.6,FHD,https://btech.com/en/dell-vostro-3520-laptop-i7-1255u-512gb-ssd-8gb-ram-15-6-inch-intel-uhd-ubuntu-black.html,"28,000",https://btech.com/media/catalog/product/cache/3688dc129a5ab19d7cb91894dd85ffe3/d/e/dell-vostro-3520-core-i7-1255u-15-6-fhd-512gb-ssd-8gb-ram-mx550-2gb-ubuntu-black_1.jpg,in stock
535,New,dream 2000,Dell,Vostro 3520-E002,"Dell Vostro 3520-E002Intel Core i7-1255U, 16GB Ram, 512GB SSD, Iris xe Graphics, 15.6 inch FHD - Black",Business,Intel Core i7 1255U,Intel Iris xe,16,512,"15.6-inch, FHD 1920 x 1080, 120 Hz, anti-glare, non-touch, 45% NTSC, 250 nits, IPS, 3.25 mm, AG, Flat",15.6,FHD ,https://dream2000.com/en/dell-vostro-3520-e002-intel-core-i7-1255u-16gb-ram-512gb-ssd-uhd-graphics-15-6-inch-fhd-black.html,29999,https://r2media.horizondm.com/catalog/product/cache/eb4305db09fb6492bb059b8131f647e3/d/e/dell-vostro-3520-e002--3.jpg,in stock
536,New,dream 2000,Dell,Vostro 3520-E002,"Dell Vostro 3520-E002Intel Core i7-1255U, 8GB Ram, 512GB SSD, UHD Graphics, 15.6 inch FHD, - Black",Business,Intel Core i7 1255U,Intel UHD,8,512,"15.6"" diagonal, FHD (1920 x 1080).",15.6,FHD ,https://dream2000.com/en/dell-vostro-3520-e002-intel-core-i7-1255u-8gb-ram-512gb-ssd-intel-iris-xe-15-6-inch-fhd-black.html,28999,https://r2media.horizondm.com/catalog/product/cache/eb4305db09fb6492bb059b8131f647e3/d/e/dell-laptop-i7-1255u---8g---512g-ssd---mx550---15.6-inch-fhd--vostro-3520-e003-black-1_1.jpg,in stock
537,New,dream 2000,Dell,Vostro 3520-E005,"Dell Vostro 3520-E005Intel Core i3-1215U RAM 8GB , 256GB SSD , UHD Graphics - 15.6"" FHD",Standard,Intel Core i3 1215U,Intel UHD,8,256,"15.6"" diagonal, FHD (1920 x 1080).",15.6,FHD ,https://dream2000.com/en/dell-vostro-3520-e005-intelr-coretm-i3-1215u-ram-8gb-256gb-ssd-uhd-graphics-15-6-fhd.html,16999,https://r2media.horizondm.com/catalog/product/cache/eb4305db09fb6492bb059b8131f647e3/d/e/dell-vostro-3520_1.jpg,in stock
538,New,dream 2000,Dell,Vostro 3520,"Dell Vostro 3520Intel Core i3-1215U , 8GB RAM , 512GB SSD ,Intel UHD , 15.6""FHD - Black",Standard,Intel Core i3 1215U,Intel UHD,8,512,"15.6""FHD ",15.6,FHD ,https://dream2000.com/en/dell-vostro-3520-intelr-coretm-i3-1215u-8gb-ram-512gb-ssd-intel-uhd-15-6-fhd-black.html,17500,https://r2media.horizondm.com/catalog/product/cache/eb4305db09fb6492bb059b8131f647e3/d/e/dell-vostro-3520-intel_-core_i5-1235u-_-8gb---_-256gb--_-intel-uhd-_-15.6_fhd---black_1.jpg,in stock
539,New,dream 2000,Dell,Vostro 3520,"Dell Vostro 3520Intel Core i3-1215U, RAM 4GB , 256GB SSD , UHD Graphics , 15.6 inch FHD - Black",Standard,Intel Core i3 1215U,Intel UHD,4,256,"15.6"" diagonal, FHD (1920 x 1080).",15.6,FHD ,https://dream2000.com/en/dell-vostro-3520-intelr-coretm-i3-1215u-ram-4gb-256gb-ssd-uhd-15-6-inch-fhd-black.html,15700,https://r2media.horizondm.com/catalog/product/cache/eb4305db09fb6492bb059b8131f647e3/d/e/dell-vostro-3520.jpg,in stock
540,New,dream 2000,Dell,Vostro 3520,"Dell Vostro 3520Intel Corei5-1235U , 8GB RAM , 256GB Intel UHD , 15.6""FHD - Black",Business,Intel Core i5 1235U,Intel UHD,8,256,"15.6""FHD",15.6,FHD ,https://dream2000.com/en/dell-vostro-3520-intelr-coretmi5-1235u-8gb-ram-256gb-intel-uhd-15-6-fhd-black.html,20999,https://r2media.horizondm.com/catalog/product/cache/eb4305db09fb6492bb059b8131f647e3/d/e/dell-vostro-3520-e003_1.jpg,in stock
541,New,dream 2000,Dell,Vostro 3520,"Dell Vostro 3520Intel Corei5-1235U , RAM 8GB , 512GB SSD , UHD , 15.6 inch FHD - Black",Business,Intel Core i5 1235U,Intel UHD,8,512,15.6 inch FHD,15.6,FHD ,https://dream2000.com/en/dell-vostro-3520-intelr-coretmi5-1235u-ram-8gb-512gb-ssd-uhd-15-6-inch-fhd-black.html,22700,https://r2media.horizondm.com/catalog/product/cache/eb4305db09fb6492bb059b8131f647e3/d/e/dell-vostro-3520_2.jpg,in stock
542,New,btech,Dell,Vostro 3530,"Dell Vostro 3530 Laptop, Intel Core i7- 1355U, 512GB SSD, 8GB RAM, 15.6-Inch FHD 120 Hz Display, Intel UHD Graphics, DOS  - Black",Work,Intel Core i7 1355U,Intel UHD,8,512,"15.6 Inch, FHD, ( 1920x1080 )",15.6,FHD,https://btech.com/en/dell-vostro-3530-laptop-i7-1355u-512gb-ssd-8gb-ram-15-6-inch-intel-uhd-dos-black.html,"28,777",https://btech.com/media/catalog/product/cache/3688dc129a5ab19d7cb91894dd85ffe3/2/b/2b390bc8fa4f0fe848a7a176e14e690c1b6204d3394e2ee806eabf0b9564c1f5.jpeg,in stock
543,New,dream 2000,Dell,Vostro 3530,"Dell Vostro 3530Intel Corei7- 1355U , 8GB RAM , 512G SSD , UHD - 15.6"" FHD - Black",Business,Intel Core i7 1355U,Intel UHD,8,512,"15.6-inch, FHD 1920 x 1080, 120 Hz, anti-glare, non-touch, 45% NTSC, 250 nits, in-plane switching",15.6,FHD ,https://dream2000.com/en/dell-vostro-3530-intelr-coretmi7-1355u-8gb-ram-512g-ssd-uhd-15-6-fhd-black.html,28900,https://r2media.horizondm.com/catalog/product/cache/eb4305db09fb6492bb059b8131f647e3/v/o/vostro-3530-0.jpg,in stock
544,Used: Like New,awfarlak,Dell,XPS 13 9305,"Dell XPS 13 9305 Ultrabook Laptop 13.3 FHD, Intel Core i7-1165G7, Intel Iris Xe, 8GB RAM, 256GB (Used: Like New)",UltraBook,Intel Core i7 1165G7,Intel Iris Xe,8,256,"13.3 inch,  1920X1080,  refresh rate 60Hz",13.3,FHD,https://www.awfarlak.com/p/2222604/,29500,https://www.awfarlak.com/wp-content/uploads/2024/05/DELL_SMX139W10P1C1500_INT_5-400x457.jpg,out of stock
545,Used: Like New,awfarlak,Dell,XPS 13 9310,"Dell XPS 13 9310 Ultrabook Laptop 13.4 FHD+, Intel Core i7-1185G7, Intel Iris Xe, 16GB RAM, 512GB (Used: Like New)",UltraBook,Intel Core i7 1185G7,Intel Iris Xe,16,512,"13.4 inch,  1920X1200,  refresh rate 60Hz",13.4,FHD,https://www.awfarlak.com/p/22225un/,31000,https://www.awfarlak.com/wp-content/uploads/2024/05/DELL_X9310NB_I716512SW10PS1PS_521_INT_11-400x457.jpg,out of stock
546,Used: Grade A,awfarlak,Dell,XPS 15 7590,"Dell XPS 15 7590 Ultrabook Laptop 15.6 FHD, Intel Core i7-9750H, NVIDIA GTX 1650, 16GB RAM, 256GB (Used: Grade A)",UltraBook,Intel Core i7 9750H,NVIDIA GTX 1650,16,256,"15.6 inch,  1920X1080,  refresh rate ",15.6,FHD,https://www.awfarlak.com/p/2222718/,28750,https://www.awfarlak.com/wp-content/uploads/2024/09/DELL_7590-7189_INT_1-400x457.jpg,out of stock
547,Used: Grade A,awfarlak,Dell,XPS 15 9500,"Dell XPS 15 9500 Ultrabook Laptop 15.6 FHD IPS, Intel Core i7-10750H, NVIDIA GTX 1650 Ti 4GB, 16GB RAM, 512GB (Used: Grade A)",UltraBook,Intel Core i7 10750H,NVIDIA GTX 1650 Ti ,16,512,"15.6 inch,  1920X1200,  refresh rate 60Hz",15.6,FHD,https://www.awfarlak.com/p/22226ra/,38500,https://www.awfarlak.com/wp-content/uploads/2024/07/DELL_XPS-15-9500-R1845S_INT_9-400x457.jpg,out of stock
548,New,awfarlak,Dell,XPS 15 9520,"Dell XPS 15 9520 Ultrabook Laptop 15.6 FHD+ (100% sRGB), Intel Core i7-12700H, NVIDIA RTX 3050 Ti 4GB, 16GB RAM, 1TB, Platinum Silver (New)",UltraBook,Intel Core i7 12700H,NVIDIA RTX 3050 Ti ,16,1024,"15.6 inch,  1920X1200,  refresh rate 60Hz",15.6,FHD,https://www.awfarlak.com/p/222265p/,98250,https://www.awfarlak.com/wp-content/uploads/2024/05/DELL_GNFFG_INT_1-400x457.jpg,out of stock
549,Used: Grade A,awfarlak,Dell,XPS 17 9700,"Dell XPS 17 9700 Ultrabook Laptop 17.3 FHD IPS, Intel Core i7-10750H, NVIDIA GTX 1650 Ti 4GB, 16GB RAM, 512GB (Used: Grade A)",UltraBook,Intel Core i7 10750H,NVIDIA GTX 1650 Ti ,16,512,"17.3 inch,  1920X1200,  refresh rate 60Hz",17.3,FHD,https://www.awfarlak.com/p/22226qu/,40000,https://www.awfarlak.com/wp-content/uploads/2024/07/DELL_NRG3R_INT_2-400x457.jpg,out of stock
550,New,awfarlak,Dell,XPS 17 9710,"Dell XPS 17 9710 Ultrabook Laptop 17.3 4K (100% Adobe RGB) Touchscreen, Intel Core i9-11980HK, NVIDIA RTX 3060 6GB, 64GB RAM, 2TB, Platinum Silver (New)",UltraBook,Intel Core i9 11980HK,NVIDIA RTX 3060 ,64,2048,"17.3 inch,  3840X2400,  refresh rate 60Hz",17.3,4K,https://www.awfarlak.com/p/222265q/,110000,https://www.awfarlak.com/wp-content/uploads/2024/05/DELL_WP78T_INT_2-400x457.jpg,out of stock
552,New,btech,Fujitsu,Lifebook A3511,"Fujitsu Lifebook A3511 Laptop, Intel Core i3-1115G4, 15.6 Inch FHD, 256GB SSD, 8GB RAM, Intel UHD Graphics, Dos - Black",,Intel Core i3 1115G4,Intel UHD,8,256,"15.6 Inch, FHD, ( 1920x1080 )",15.6,FHD,https://btech.com/en/fujitsu-lifebook-a3511-laptop-i3-1115g4-fhd-256gb-ssd-8gb-intel-15inch-dos-black.html,"13,990",https://btech.com/media/catalog/product/cache/3688dc129a5ab19d7cb91894dd85ffe3/f/u/fujitsu-lifebook-a3511-laptop-i3-1115g4-fhd-256gb-ssd-8gb-intel-15inch-dos-black.jpg,in stock
553,New,amazon,DREAMFYRE,ANL5-7640HS,"Gaming Laptop 16inch 16GB DDR5 512GB SSD, Laptop PC AMD Ryzen 5 7640HS(Up to 5GHz), Traditional Laptop Computers IPS Wifi6 Bluetooth5.2 USB*3 HDMI*1 TypeC*2 Audio*1 Dc in*1 for Gaming Students",Gaming,AMD Ryzen 5 7640HS,AMD Ryzen 5 7640HS,16,512,16 Inches ( 1900x1200 Pixels  ) FHD,16,FHD,https://www.amazon.com/dp/B0DYMQ4T5Z,34999,https://m.media-amazon.com/images/I/71yl6Fi4DxL._AC_UY218_.jpg,in stock
554,New,amazon,AVENKA,N15 Zero,"Gaming Laptop 2025, Laptop Computer, 12th Gen N100 Processor(up to 3.4GHz), 16GB RAM 1TB SSD, Business Notebook Computer for FHD IPS 1920x1200, Backlit Keyboard Fingerprint Unlock 180 Angle Open",Gaming,Intel Celeron N100,Intel UHD,16,1024,16 Inches ( 1920x1200 Pixels  ) FHD,16,FHD,https://www.amazon.com/dp/B0DX1HQBCD,18950,https://m.media-amazon.com/images/I/71031gr1UzL._AC_UY218_.jpg,in stock
